Current Loan Amount,Term-Long Term,Term-Short Term,Credit Score,Annual Income,Years in current job-< 1 year,Years in current job-1 year,Years in current job-10+ years,Years in current job-2 years,Years in current job-3 years,Years in current job-4 years,Years in current job-5 years,Years in current job-6 years,Years in current job-7 years,Years in current job-8 years,Years in current job-9 years,Years in current job-n/a,Home Ownership-HaveMortgage,Home Ownership-Home Mortgage,Home Ownership-Own Home,Home Ownership-Rent,Purpose-Business Loan,Purpose-Buy a Car,Purpose-Buy House,Purpose-Debt Consolidation,Purpose-Educational Expenses,Purpose-Home Improvements,Purpose-major_purchase,Purpose-Medical Bills,Purpose-moving,Purpose-other,Purpose-Other,Purpose-renewable_energy,Purpose-small_business,Purpose-Take a Trip,Purpose-vacation,Purpose-wedding,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,Scored Labels,Scored Probabilities
263648,0,1,738,2277036,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25806.37,29.2,24,16,0,421933,848188,0,0,1,0.8458371758461
216260,0,1,722,622231,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8866.73,18.6,NA,8,0,105678,289278,0,0,1,0.90675812959671
204314,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14279.45,17.8,NA,10,0,139574,250954,0,0,1,0.589184641838074
547844,1,0,663,1255254,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29080.07,14.9,52,19,0,202236,762740,0,0,1,0.764145195484161
87384,0,1,698,660421,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8200.02,10.7,NA,7,0,207081,286154,0,0,1,0.863755702972412
99999999,1,0,650,2048352,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24716.72,22,56,12,0,597645,859628,0,0,1,0.998793423175812
173624,0,1,732,524818,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2847.15,14.2,62,6,0,87704,247676,0,0,1,0.854482114315033
225236,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29032.38,11.2,26,13,0,245708,473374,0,0,1,0.769468605518341
540364,1,0,680,1069453,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12655.14,27.2,50,6,0,126996,220770,0,0,1,0.745718121528625
402622,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34872.6,14.8,26,12,0,450908,709390,0,0,1,0.681603133678436
333212,1,0,736,997500,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1479.72,20,NA,4,0,71041,304656,0,0,1,0.84298312664032
99999999,0,1,740,938733,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14941.41,14.5,NA,11,0,294614,532180,0,0,1,0.999314546585083
134530,0,1,729,580887,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7590.31,9.2,NA,5,0,260813,311674,0,0,1,0.793182551860809
258478,1,0,656,1515896,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10194.45,16,38,7,0,0,0,0,0,1,0.668749630451202
269390,0,1,726,2203734,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16068.87,5.5,NA,4,0,202350,235708,0,0,1,0.733558058738709
545050,1,0,713,2353625,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40011.72,17.3,NA,17,0,554230,930050,0,0,1,0.744492948055267
166254,0,1,740,1340108,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21665.13,14.9,NA,13,0,329992,456522,0,0,1,0.874825060367584
66682,0,1,723,460750,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10750.58,7.6,NA,13,0,108775,340406,0,0,1,0.85251921415329
552926,1,0,681,1461195,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18021.5,14.2,NA,21,0,703456,2250094,0,0,1,0.7612384557724
314908,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23728.91,26.5,66,13,1,114285,155298,1,0,1,0.785284161567688
221408,0,1,706,917833,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15373.85,13,NA,8,1,62073,128326,1,0,1,0.85409015417099
88154,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3576.56,15.4,20,7,0,68134,255332,0,0,1,0.748876571655273
432960,1,0,662,1519050,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13544.91,19.4,15,8,0,160702,286264,0,0,1,0.793242216110229
438680,1,0,729,1420725,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19771.78,13.8,8,11,0,340214,807246,0,0,1,0.709302842617035
317438,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21815.61,9.1,NA,9,0,216638,393162,0,0,1,0.570903301239014
263098,0,1,732,1136124,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23479.82,20.2,68,7,0,346883,455884,0,0,1,0.797819495201111
212652,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3806.27,10.4,NA,6,0,126540,201542,0,0,1,0.800181984901428
25740,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8200.59,13.8,NA,4,0,33820,407924,0,0,1,0.678634285926819
432608,0,1,714,1064798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27241.25,9.7,NA,7,0,186276,285692,0,0,1,0.794105887413025
204050,0,1,7220,749892,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13810.53,44,NA,9,0,183331,312620,0,0,0,0.0869214832782745
65494,0,1,722,1562218,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17314.7,10.3,NA,11,0,213579,460526,0,0,1,0.864445090293884
293304,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70683.04,17.6,79,15,0,519137,871156,0,0,1,0.836169958114624
675576,1,0,737,1944840,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23013.94,21.6,NA,15,0,689187,1734810,0,0,1,0.787538886070251
247786,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17911.3,19.3,37,13,0,317186,660550,0,0,1,0.7273308634758
680878,1,0,609,1315104,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32220.01,15.4,NA,15,0,541804,700172,0,0,1,0.632406055927277
671726,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16353.11,18.2,NA,8,0,448001,746394,0,0,1,0.67052561044693
657294,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23841.77,16.6,15,21,0,638571,1192576,0,0,1,0.652842938899994
630850,0,1,7110,1634456,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44266.77,16.3,66,12,0,426436,639606,0,0,0,0.122050918638706
455708,1,0,656,1119138,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22942.31,19.5,NA,11,0,384674,568128,0,0,1,0.713220596313477
420706,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8903.02,15.1,NA,6,0,145008,188650,0,0,1,0.674278974533081
172348,0,1,730,5804006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2273.35,20.5,NA,6,1,54948,207944,1,0,1,0.812686741352081
560780,1,0,704,1609623,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33936.28,18.6,NA,9,0,838660,978890,0,0,1,0.766095876693726
308748,1,0,736,1485553,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15969.69,14.9,NA,11,0,190437,262526,0,0,1,0.716654717922211
543510,0,1,718,2628612,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42934.11,12,NA,21,0,190000,1099956,0,0,1,0.874565362930298
157300,0,1,749,1280828,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36076.82,21.2,NA,23,0,134140,1327502,0,0,1,0.881385684013367
99999999,0,1,737,1179862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21729.16,20.5,NA,6,0,248311,494868,0,0,1,0.999219536781311
112046,0,1,747,1451505,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3338.49,14,NA,10,0,84873,885280,0,0,1,0.914873600006104
332706,0,1,746,727928,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5325.89,17,NA,12,0,136819,456522,0,0,1,0.868147194385529
262108,0,1,722,924293,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13171.18,16.7,NA,11,0,400387,703494,0,0,1,0.836760461330414
337854,1,0,707,897769,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27456.9,9.8,NA,11,0,229406,396440,0,0,1,0.563801467418671
99999999,0,1,743,1036165,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27544.49,31.8,NA,15,0,318174,435468,0,0,1,0.999618589878082
787490,1,0,659,2363524,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21074.8,14.7,80,11,0,280022,323928,0,0,1,0.608692467212677
99999999,0,1,730,758974,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15305.83,18.6,NA,16,0,61446,199298,0,0,1,0.998841345310211
550220,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40074.23,20,29,17,0,526889,644908,0,0,1,0.810687839984894
262702,1,0,714,646836,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14661.73,28.8,NA,9,0,309225,683298,0,0,1,0.611969292163849
175846,0,1,731,1644393,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24529,27,NA,9,0,775333,994202,0,0,1,0.805129706859589
127952,0,1,725,1475654,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15125.52,12,42,6,0,14554,40106,0,0,1,0.890251696109772
423478,0,1,741,1636166,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19224.77,16.4,NA,12,0,280896,1174184,0,0,1,0.801211535930634
612128,0,1,701,2730053,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8622.39,12,55,19,1,491530,1171082,0,1,1,0.828895151615143
169026,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15647.26,24,NA,13,1,401907,773036,1,0,1,0.782809555530548
506528,0,1,636,678813,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11766.13,27.1,18,13,0,281941,667612,NA,0,1,0.664203405380249
621148,1,0,686,1611504,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25381.15,23.2,NA,7,0,58064,222640,0,0,1,0.777638494968414
644314,0,1,747,1124154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21546.38,36,NA,9,0,146319,1821842,0,0,1,0.891317784786224
21890,0,1,735,1681861,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22284.72,10,19,10,0,318117,444312,0,0,1,0.648889720439911
270050,0,1,736,971755,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8664.76,24.5,19,6,1,161386,263208,0,0,1,0.83769416809082
21692,0,1,737,2022664,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37587.7,19.9,62,6,0,253384,444510,0,0,1,0.784330487251282
781330,1,0,712,2506309,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37385.92,15,NA,12,0,341696,618178,0,0,1,0.851530253887177
99999999,0,1,748,1626476,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15857.97,12.8,NA,14,0,353742,862312,0,0,1,0.999705255031586
522456,1,0,7340,1222042,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17719.4,25,NA,16,0,500840,1428394,0,0,0,0.040967833250761
369974,0,1,702,903412,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16938.88,12,43,18,0,492879,1060774,0,0,1,0.809043049812317
228052,0,1,732,937840,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17506.22,22.5,NA,8,0,321651,497266,0,0,1,0.670730590820313
225676,1,0,741,2623558,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27110.15,20,72,13,0,138149,371140,0,0,1,0.763170063495636
99999999,1,0,732,3801900,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49995.08,24.6,NA,15,0,360202,1024782,0,0,1,0.998610258102417
436216,0,1,706,1789477,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13838.65,13.8,1,12,0,211337,755238,0,0,1,0.860201418399811
216436,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12570.59,14.7,6,15,0,183768,921118,0,0,1,0.65789920091629
514910,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28453.45,17.9,44,18,0,351899,664708,0,0,1,0.676202774047852
400576,0,1,703,1300379,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27416.05,17.5,NA,18,0,494513,700832,0,0,1,0.802014827728271
675444,1,0,675,1905567,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41128.54,15.8,79,26,0,386916,1374230,0,0,1,0.733231127262115
155540,0,1,750,921120,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8673.88,17.5,NA,8,0,128896,259578,0,0,1,0.950577676296234
99999999,1,0,693,1715415,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43886.01,16.8,NA,12,0,700036,1083654,0,0,1,0.999356269836426
99999999,0,1,746,1100366,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4777.55,12.9,38,10,0,203338,509652,0,0,1,0.999701082706451
62238,0,1,720,560880,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10376.28,11.8,NA,11,0,141911,205634,0,0,1,0.860748887062073
262306,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12680.03,15.4,29,11,0,216657,301510,0,0,1,0.694307565689087
332750,0,1,747,1149462,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24905.01,11.2,NA,8,0,77159,554994,0,0,1,0.805679380893707
605440,1,0,684,1075438,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13980.77,18.5,NA,18,0,503557,1019370,0,0,1,0.725347638130188
558580,0,1,731,2701496,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,69338.41,17,NA,12,0,561830,1222826,0,0,1,0.745248019695282
441452,1,0,684,1143762,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12486.04,11.9,NA,7,0,199329,360052,0,0,1,0.863837957382202
386980,0,1,740,2042348,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1582.89,12.9,NA,6,0,29754,703296,0,0,1,0.694814026355743
170324,0,1,642,854145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12883.33,14.9,19,6,0,28690,110044,0,0,1,0.798776149749756
111540,0,1,736,404586,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1540.9,27,68,5,1,44878,109384,0,1,1,0.806009292602539
99999999,0,1,741,1158126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13801.03,16.3,NA,9,0,187948,486838,0,0,1,0.999345541000366
99999999,0,1,747,574161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6746.33,17.6,16,6,0,235201,452386,0,0,1,0.999666392803192
221188,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23241.75,21.9,34,22,0,366738,1439482,0,0,1,0.806428074836731
468930,0,1,716,2024925,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17549.35,9.4,27,6,0,259331,410762,0,0,1,0.844468176364899
491986,1,0,694,1605158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21803.26,14.9,NA,9,0,537966,734558,0,0,1,0.737524509429932
671088,0,1,720,2163758,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25965.02,27.6,30,22,0,511537,1239128,0,0,1,0.900102913379669
49434,0,1,743,1125370,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11065.98,11.9,NA,8,0,172482,229042,0,0,1,0.874536871910095
99999999,0,1,740,678870,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18555.78,15.6,NA,9,0,294481,639716,0,0,1,0.999484121799469
434016,0,1,746,1499328,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25863.37,23.1,NA,16,0,524989,1443904,0,0,1,0.924756705760956
112596,0,1,744,1069662,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2371.2,24.6,16,5,0,41572,193358,0,0,1,0.879576563835144
330770,0,1,746,990280,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6568.68,27.4,50,5,0,79401,1010196,0,0,1,0.912528991699219
323114,0,1,750,1395227,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35810.63,14.2,NA,22,0,343672,1173854,0,0,1,0.94823545217514
495770,0,1,720,1654254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24400.18,19.3,30,18,0,484823,901098,0,0,1,0.878815650939941
465190,1,0,691,2678354,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45085.67,23.3,6,13,0,1601586,2536886,0,0,1,0.701052010059357
172744,0,1,706,1025677,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16838.18,15.7,NA,8,0,739309,8310984,0,0,1,0.801215708255768
224994,0,1,725,1224170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21219.01,13,NA,10,0,146509,206888,0,0,1,0.848529577255249
756382,0,1,715,2706246,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60439.19,22.3,NA,8,0,1163047,1446478,0,0,1,0.907711446285248
336402,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20780.87,8.1,NA,10,0,341240,462132,0,0,1,0.703116416931152
221804,0,1,7350,957790,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11732.88,10.5,NA,11,0,159657,321530,0,0,0,0.0595916993916035
64460,0,1,721,927960,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15311.34,26.1,78,12,0,315780,679624,0,0,1,0.856595635414124
457578,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19154.47,10.3,NA,7,1,545718,1100836,1,0,1,0.649953126907349
374616,0,1,720,1344079,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18145,8.5,NA,8,0,411445,508420,0,0,1,0.903662979602814
667546,0,1,738,3166407,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,86020.41,21.8,69,18,0,708377,1176780,0,0,1,0.796693205833435
176154,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7345.4,22.5,5,15,0,141759,565972,0,0,1,0.67750746011734
224378,0,1,738,2790454,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26811.47,24.5,NA,9,0,700416,1189188,0,0,1,0.854830265045166
99999999,0,1,741,1046425,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15260.23,22.8,NA,8,0,443289,712866,0,0,1,0.999403834342957
348238,1,0,716,939835,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17856.96,22.8,NA,7,0,348821,557106,0,0,1,0.854644179344177
220946,0,1,741,1106731,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18353.43,21.3,9,20,0,250382,1329944,0,0,1,0.787575364112854
99999999,0,1,745,2667619,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21830.05,19.5,20,12,1,262010,633358,0,0,1,0.99943745136261
65186,0,1,723,989045,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2142.82,29.5,NA,7,2,56411,277992,2,0,1,0.90489000082016
